ID,Title,Link,Difficulty,Paid Only,Status,Slug,Tags
184,Department Highest Salary,https://leetcode.com/problems/department-highest-salary/,MEDIUM,False,TO_DO,department-highest-salary,Database
185,Department Top Three Salaries,https://leetcode.com/problems/department-top-three-salaries/,HARD,False,TO_DO,department-top-three-salaries,Database
186,Reverse Words in a String II,https://leetcode.com/problems/reverse-words-in-a-string-ii/,MEDIUM,True,TO_DO,reverse-words-in-a-string-ii,"Two Pointers, String"
187,Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences/,MEDIUM,False,TO_DO,repeated-dna-sequences,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function"
188,Best Time to Buy and Sell Stock IV,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,HARD,False,TO_DO,best-time-to-buy-and-sell-stock-iv,"Array, Dynamic Programming"
189,Rotate Array,https://leetcode.com/problems/rotate-array/,MEDIUM,False,TO_DO,rotate-array,"Array, Math, Two Pointers"
190,Reverse Bits,https://leetcode.com/problems/reverse-bits/,EASY,False,TO_DO,reverse-bits,"Divide and Conquer, Bit Manipulation"
191,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits/,EASY,False,TO_DO,number-of-1-bits,"Divide and Conquer, Bit Manipulation"
192,Word Frequency,https://leetcode.com/problems/word-frequency/,MEDIUM,False,TO_DO,word-frequency,Shell
193,Valid Phone Numbers,https://leetcode.com/problems/valid-phone-numbers/,EASY,False,TO_DO,valid-phone-numbers,Shell
194,Transpose File,https://leetcode.com/problems/transpose-file/,MEDIUM,False,TO_DO,transpose-file,Shell
195,Tenth Line,https://leetcode.com/problems/tenth-line/,EASY,False,TO_DO,tenth-line,Shell
196,Delete Duplicate Emails,https://leetcode.com/problems/delete-duplicate-emails/,EASY,False,TO_DO,delete-duplicate-emails,Database
197,Rising Temperature,https://leetcode.com/problems/rising-temperature/,EASY,False,TO_DO,rising-temperature,Database
198,House Robber,https://leetcode.com/problems/house-robber/,MEDIUM,False,TO_DO,house-robber,"Array, Dynamic Programming"
199,Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view/,MEDIUM,False,TO_DO,binary-tree-right-side-view,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
200,Number of Islands,https://leetcode.com/problems/number-of-islands/,MEDIUM,False,TO_DO,number-of-islands,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
201,Bitwise AND of Numbers Range,https://leetcode.com/problems/bitwise-and-of-numbers-range/,MEDIUM,False,TO_DO,bitwise-and-of-numbers-range,Bit Manipulation
202,Happy Number,https://leetcode.com/problems/happy-number/,EASY,False,TO_DO,happy-number,"Hash Table, Math, Two Pointers"
203,Remove Linked List Elements,https://leetcode.com/problems/remove-linked-list-elements/,EASY,False,TO_DO,remove-linked-list-elements,"Linked List, Recursion"
204,Count Primes,https://leetcode.com/problems/count-primes/,MEDIUM,False,TO_DO,count-primes,"Array, Math, Enumeration, Number Theory"
205,Isomorphic Strings,https://leetcode.com/problems/isomorphic-strings/,EASY,False,TO_DO,isomorphic-strings,"Hash Table, String"
206,Reverse Linked List,https://leetcode.com/problems/reverse-linked-list/,EASY,False,TO_DO,reverse-linked-list,"Linked List, Recursion"
207,Course Schedule,https://leetcode.com/problems/course-schedule/,MEDIUM,False,TO_DO,course-schedule,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
208,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree/,MEDIUM,False,TO_DO,implement-trie-prefix-tree,"Hash Table, String, Design, Trie"
209,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/,MEDIUM,False,TO_DO,minimum-size-subarray-sum,"Array, Binary Search, Sliding Window, Prefix Sum"
210,Course Schedule II,https://leetcode.com/problems/course-schedule-ii/,MEDIUM,False,TO_DO,course-schedule-ii,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
211,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure/,MEDIUM,False,TO_DO,design-add-and-search-words-data-structure,"String, Depth-First Search, Design, Trie"
212,Word Search II,https://leetcode.com/problems/word-search-ii/,HARD,False,TO_DO,word-search-ii,"Array, String, Backtracking, Trie, Matrix"
213,House Robber II,https://leetcode.com/problems/house-robber-ii/,MEDIUM,False,TO_DO,house-robber-ii,"Array, Dynamic Programming"
214,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome/,HARD,False,TO_DO,shortest-palindrome,"String, Rolling Hash, String Matching, Hash Function"
215,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array/,MEDIUM,False,TO_DO,kth-largest-element-in-an-array,"Array, Divide and Conquer, Sorting, Heap (Priority Queue), Quickselect"
216,Combination Sum III,https://leetcode.com/problems/combination-sum-iii/,MEDIUM,False,TO_DO,combination-sum-iii,"Array, Backtracking"
217,Contains Duplicate,https://leetcode.com/problems/contains-duplicate/,EASY,False,TO_DO,contains-duplicate,"Array, Hash Table, Sorting"
218,The Skyline Problem,https://leetcode.com/problems/the-skyline-problem/,HARD,False,TO_DO,the-skyline-problem,"Array, Divide and Conquer, Binary Indexed Tree, Segment Tree, Sweep Line, Sorting, Heap (Priority Queue), Ordered Set"
219,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii/,EASY,False,TO_DO,contains-duplicate-ii,"Array, Hash Table, Sliding Window"
220,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii/,HARD,False,TO_DO,contains-duplicate-iii,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set"
221,Maximal Square,https://leetcode.com/problems/maximal-square/,MEDIUM,False,TO_DO,maximal-square,"Array, Dynamic Programming, Matrix"
222,Count Complete Tree Nodes,https://leetcode.com/problems/count-complete-tree-nodes/,EASY,False,TO_DO,count-complete-tree-nodes,"Binary Search, Bit Manipulation, Tree, Binary Tree"
223,Rectangle Area,https://leetcode.com/problems/rectangle-area/,MEDIUM,False,TO_DO,rectangle-area,"Math, Geometry"
224,Basic Calculator,https://leetcode.com/problems/basic-calculator/,HARD,False,TO_DO,basic-calculator,"Math, String, Stack, Recursion"
225,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues/,EASY,False,TO_DO,implement-stack-using-queues,"Stack, Design, Queue"
226,Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree/,EASY,False,TO_DO,invert-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
227,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii/,MEDIUM,False,TO_DO,basic-calculator-ii,"Math, String, Stack"
228,Summary Ranges,https://leetcode.com/problems/summary-ranges/,EASY,False,TO_DO,summary-ranges,Array
229,Majority Element II,https://leetcode.com/problems/majority-element-ii/,MEDIUM,False,TO_DO,majority-element-ii,"Array, Hash Table, Sorting, Counting"
230,Kth Smallest Element in a BST,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,MEDIUM,False,TO_DO,kth-smallest-element-in-a-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
231,Power of Two,https://leetcode.com/problems/power-of-two/,EASY,False,TO_DO,power-of-two,"Math, Bit Manipulation, Recursion"
232,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks/,EASY,False,TO_DO,implement-queue-using-stacks,"Stack, Design, Queue"
233,Number of Digit One,https://leetcode.com/problems/number-of-digit-one/,HARD,False,TO_DO,number-of-digit-one,"Math, Dynamic Programming, Recursion"
234,Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list/,EASY,False,TO_DO,palindrome-linked-list,"Linked List, Two Pointers, Stack, Recursion"
235,Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,MEDIUM,False,TO_DO,lowest-common-ancestor-of-a-binary-search-tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
236,Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,MEDIUM,False,TO_DO,lowest-common-ancestor-of-a-binary-tree,"Tree, Depth-First Search, Binary Tree"
237,Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list/,MEDIUM,False,TO_DO,delete-node-in-a-linked-list,Linked List
238,Product of Array Except Self,https://leetcode.com/problems/product-of-array-except-self/,MEDIUM,False,TO_DO,product-of-array-except-self,"Array, Prefix Sum"
239,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum/,HARD,False,TO_DO,sliding-window-maximum,"Array, Queue, Sliding Window, Heap (Priority Queue), Monotonic Queue"
240,Search a 2D Matrix II,https://leetcode.com/problems/search-a-2d-matrix-ii/,MEDIUM,False,TO_DO,search-a-2d-matrix-ii,"Array, Binary Search, Divide and Conquer, Matrix"
241,Different Ways to Add Parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses/,MEDIUM,False,TO_DO,different-ways-to-add-parentheses,"Math, String, Dynamic Programming, Recursion, Memoization"
242,Valid Anagram,https://leetcode.com/problems/valid-anagram/,EASY,False,TO_DO,valid-anagram,"Hash Table, String, Sorting"
243,Shortest Word Distance,https://leetcode.com/problems/shortest-word-distance/,EASY,True,TO_DO,shortest-word-distance,"Array, String"
244,Shortest Word Distance II,https://leetcode.com/problems/shortest-word-distance-ii/,MEDIUM,True,TO_DO,shortest-word-distance-ii,"Array, Hash Table, Two Pointers, String, Design"
245,Shortest Word Distance III,https://leetcode.com/problems/shortest-word-distance-iii/,MEDIUM,True,TO_DO,shortest-word-distance-iii,"Array, String"
246,Strobogrammatic Number,https://leetcode.com/problems/strobogrammatic-number/,EASY,True,TO_DO,strobogrammatic-number,"Hash Table, Two Pointers, String"
247,Strobogrammatic Number II,https://leetcode.com/problems/strobogrammatic-number-ii/,MEDIUM,True,TO_DO,strobogrammatic-number-ii,"Array, String, Recursion"
248,Strobogrammatic Number III,https://leetcode.com/problems/strobogrammatic-number-iii/,HARD,True,TO_DO,strobogrammatic-number-iii,"Array, String, Recursion"
249,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings/,MEDIUM,True,TO_DO,group-shifted-strings,"Array, Hash Table, String"
250,Count Univalue Subtrees,https://leetcode.com/problems/count-univalue-subtrees/,MEDIUM,True,TO_DO,count-univalue-subtrees,"Tree, Depth-First Search, Binary Tree"
251,Flatten 2D Vector,https://leetcode.com/problems/flatten-2d-vector/,MEDIUM,True,TO_DO,flatten-2d-vector,"Array, Two Pointers, Design, Iterator"
252,Meeting Rooms,https://leetcode.com/problems/meeting-rooms/,EASY,True,TO_DO,meeting-rooms,"Array, Sorting"
253,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii/,MEDIUM,True,TO_DO,meeting-rooms-ii,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
254,Factor Combinations,https://leetcode.com/problems/factor-combinations/,MEDIUM,True,TO_DO,factor-combinations,Backtracking
255,Verify Preorder Sequence in Binary Search Tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree/,MEDIUM,True,TO_DO,verify-preorder-sequence-in-binary-search-tree,"Array, Stack, Tree, Binary Search Tree, Recursion, Monotonic Stack, Binary Tree"
256,Paint House,https://leetcode.com/problems/paint-house/,MEDIUM,True,TO_DO,paint-house,"Array, Dynamic Programming"
257,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths/,EASY,False,TO_DO,binary-tree-paths,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
258,Add Digits,https://leetcode.com/problems/add-digits/,EASY,False,TO_DO,add-digits,"Math, Simulation, Number Theory"
259,3Sum Smaller,https://leetcode.com/problems/3sum-smaller/,MEDIUM,True,TO_DO,3sum-smaller,"Array, Two Pointers, Binary Search, Sorting"
260,Single Number III,https://leetcode.com/problems/single-number-iii/,MEDIUM,False,TO_DO,single-number-iii,"Array, Bit Manipulation"
261,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree/,MEDIUM,True,TO_DO,graph-valid-tree,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
262,Trips and Users,https://leetcode.com/problems/trips-and-users/,HARD,False,TO_DO,trips-and-users,Database
263,Ugly Number,https://leetcode.com/problems/ugly-number/,EASY,False,TO_DO,ugly-number,Math
264,Ugly Number II,https://leetcode.com/problems/ugly-number-ii/,MEDIUM,False,TO_DO,ugly-number-ii,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)"
265,Paint House II,https://leetcode.com/problems/paint-house-ii/,HARD,True,TO_DO,paint-house-ii,"Array, Dynamic Programming"
266,Palindrome Permutation,https://leetcode.com/problems/palindrome-permutation/,EASY,True,TO_DO,palindrome-permutation,"Hash Table, String, Bit Manipulation"
267,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii/,MEDIUM,True,TO_DO,palindrome-permutation-ii,"Hash Table, String, Backtracking"
268,Missing Number,https://leetcode.com/problems/missing-number/,EASY,False,TO_DO,missing-number,"Array, Hash Table, Math, Binary Search, Bit Manipulation, Sorting"
269,Alien Dictionary,https://leetcode.com/problems/alien-dictionary/,HARD,True,TO_DO,alien-dictionary,"Array, String, Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
270,Closest Binary Search Tree Value,https://leetcode.com/problems/closest-binary-search-tree-value/,EASY,True,TO_DO,closest-binary-search-tree-value,"Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
271,Encode and Decode Strings,https://leetcode.com/problems/encode-and-decode-strings/,MEDIUM,True,TO_DO,encode-and-decode-strings,"Array, String, Design"
272,Closest Binary Search Tree Value II,https://leetcode.com/problems/closest-binary-search-tree-value-ii/,HARD,True,TO_DO,closest-binary-search-tree-value-ii,"Two Pointers, Stack, Tree, Depth-First Search, Binary Search Tree, Heap (Priority Queue), Binary Tree"
273,Integer to English Words,https://leetcode.com/problems/integer-to-english-words/,HARD,False,TO_DO,integer-to-english-words,"Math, String, Recursion"
274,H-Index,https://leetcode.com/problems/h-index/,MEDIUM,False,TO_DO,h-index,"Array, Sorting, Counting Sort"
275,H-Index II,https://leetcode.com/problems/h-index-ii/,MEDIUM,False,TO_DO,h-index-ii,"Array, Binary Search"
276,Paint Fence,https://leetcode.com/problems/paint-fence/,MEDIUM,True,TO_DO,paint-fence,Dynamic Programming
277,Find the Celebrity,https://leetcode.com/problems/find-the-celebrity/,MEDIUM,True,TO_DO,find-the-celebrity,"Two Pointers, Graph Theory, Interactive"
278,First Bad Version,https://leetcode.com/problems/first-bad-version/,EASY,False,TO_DO,first-bad-version,"Binary Search, Interactive"
279,Perfect Squares,https://leetcode.com/problems/perfect-squares/,MEDIUM,False,TO_DO,perfect-squares,"Math, Dynamic Programming, Breadth-First Search"
280,Wiggle Sort,https://leetcode.com/problems/wiggle-sort/,MEDIUM,True,TO_DO,wiggle-sort,"Array, Greedy, Sorting"
281,Zigzag Iterator,https://leetcode.com/problems/zigzag-iterator/,MEDIUM,True,TO_DO,zigzag-iterator,"Array, Design, Queue, Iterator"
282,Expression Add Operators,https://leetcode.com/problems/expression-add-operators/,HARD,False,TO_DO,expression-add-operators,"Math, String, Backtracking"
283,Move Zeroes,https://leetcode.com/problems/move-zeroes/,EASY,False,TO_DO,move-zeroes,"Array, Two Pointers"
284,Peeking Iterator,https://leetcode.com/problems/peeking-iterator/,MEDIUM,False,TO_DO,peeking-iterator,"Array, Design, Iterator"
285,Inorder Successor in BST,https://leetcode.com/problems/inorder-successor-in-bst/,MEDIUM,True,TO_DO,inorder-successor-in-bst,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
286,Walls and Gates,https://leetcode.com/problems/walls-and-gates/,MEDIUM,True,TO_DO,walls-and-gates,"Array, Breadth-First Search, Matrix"
287,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number/,MEDIUM,False,TO_DO,find-the-duplicate-number,"Array, Two Pointers, Binary Search, Bit Manipulation"
288,Unique Word Abbreviation,https://leetcode.com/problems/unique-word-abbreviation/,MEDIUM,True,TO_DO,unique-word-abbreviation,"Array, Hash Table, String, Design"
289,Game of Life,https://leetcode.com/problems/game-of-life/,MEDIUM,False,TO_DO,game-of-life,"Array, Matrix, Simulation"
290,Word Pattern,https://leetcode.com/problems/word-pattern/,EASY,False,TO_DO,word-pattern,"Hash Table, String"
291,Word Pattern II,https://leetcode.com/problems/word-pattern-ii/,MEDIUM,True,TO_DO,word-pattern-ii,"Hash Table, String, Backtracking"
