ID,Title,Link,Difficulty,Paid Only,Status,Slug,Description,Hints
3949,Minimum Number of Primes to Sum to Target,https://leetcode.com/problems/minimum-number-of-primes-to-sum-to-target/,Medium,True,,minimum-number-of-primes-to-sum-to-target,Practice problem: Minimum Number of Primes to Sum to Target.,No hints available.
3948,Maximum Number of Subsequences After One Inserting,https://leetcode.com/problems/maximum-number-of-subsequences-after-one-inserting/,Medium,False,,maximum-number-of-subsequences-after-one-inserting,Practice problem: Maximum Number of Subsequences After One Inserting.,No hints available.
3947,Balanced K-Factor Decomposition,https://leetcode.com/problems/balanced-k-factor-decomposition/,Medium,False,,balanced-k-factor-decomposition,Practice problem: Balanced K-Factor Decomposition.,No hints available.
3946,Find Maximum Balanced XOR Subarray Length,https://leetcode.com/problems/find-maximum-balanced-xor-subarray-length/,Medium,False,,find-maximum-balanced-xor-subarray-length,Practice problem: Find Maximum Balanced XOR Subarray Length.,No hints available.
3945,Minimum Sensors to Cover Grid,https://leetcode.com/problems/minimum-sensors-to-cover-grid/,Medium,False,,minimum-sensors-to-cover-grid,Practice problem: Minimum Sensors to Cover Grid.,No hints available.
3944,Minimum Time to Activate String,https://leetcode.com/problems/minimum-time-to-activate-string/,Medium,False,,minimum-time-to-activate-string,Practice problem: Minimum Time to Activate String.,No hints available.
3943,Find Overbooked Employees,https://leetcode.com/problems/find-overbooked-employees/,Medium,False,,find-overbooked-employees,Practice problem: Find Overbooked Employees.,No hints available.
3942,Find Drivers with Improved Fuel Efficiency,https://leetcode.com/problems/find-drivers-with-improved-fuel-efficiency/,Medium,False,,find-drivers-with-improved-fuel-efficiency,Practice problem: Find Drivers with Improved Fuel Efficiency.,No hints available.
3941,Number of Integers With Popcount-Depth Equal to K II,https://leetcode.com/problems/number-of-integers-with-popcount-depth-equal-to-k-ii/,Hard,False,,number-of-integers-with-popcount-depth-equal-to-k-ii,Practice problem: Number of Integers With Popcount-Depth Equal to K II.,No hints available.
3939,Process String with Special Operations II,https://leetcode.com/problems/process-string-with-special-operations-ii/,Hard,False,,process-string-with-special-operations-ii,Practice problem: Process String with Special Operations II.,No hints available.
3938,Twisted Mirror Path Count,https://leetcode.com/problems/twisted-mirror-path-count/,Medium,False,,twisted-mirror-path-count,Practice problem: Twisted Mirror Path Count.,No hints available.
3937,Number of Integers With Popcount-Depth Equal to K I,https://leetcode.com/problems/number-of-integers-with-popcount-depth-equal-to-k-i/,Hard,False,,number-of-integers-with-popcount-depth-equal-to-k-i,Practice problem: Number of Integers With Popcount-Depth Equal to K I.,No hints available.
3936,Split Array by Prime Indices,https://leetcode.com/problems/split-array-by-prime-indices/,Medium,False,,split-array-by-prime-indices,Practice problem: Split Array by Prime Indices.,No hints available.
3935,Once Twice,https://leetcode.com/problems/once-twice/,Medium,True,,once-twice,Practice problem: Once Twice.,No hints available.
3934,Coupon Code Validator,https://leetcode.com/problems/coupon-code-validator/,Easy,False,,coupon-code-validator,Practice problem: Coupon Code Validator.,No hints available.
3933,Minimum Jumps to Reach End via Prime Teleportation,https://leetcode.com/problems/minimum-jumps-to-reach-end-via-prime-teleportation/,Medium,False,,minimum-jumps-to-reach-end-via-prime-teleportation,Practice problem: Minimum Jumps to Reach End via Prime Teleportation.,No hints available.
3932,Find COVID Recovery Patients,https://leetcode.com/problems/find-covid-recovery-patients/,Medium,False,,find-covid-recovery-patients,Practice problem: Find COVID Recovery Patients.,No hints available.
3931,Process String with Special Operations I,https://leetcode.com/problems/process-string-with-special-operations-i/,Medium,False,,process-string-with-special-operations-i,Practice problem: Process String with Special Operations I.,No hints available.
3930,Longest Palindromic Path in Graph,https://leetcode.com/problems/longest-palindromic-path-in-graph/,Hard,False,,longest-palindromic-path-in-graph,Practice problem: Longest Palindromic Path in Graph.,No hints available.
3929,Subarrays with XOR at Least K,https://leetcode.com/problems/subarrays-with-xor-at-least-k/,Hard,True,,subarrays-with-xor-at-least-k,Practice problem: Subarrays with XOR at Least K.,No hints available.
3928,Split and Merge Array Transformation,https://leetcode.com/problems/split-and-merge-array-transformation/,Medium,False,,split-and-merge-array-transformation,Practice problem: Split and Merge Array Transformation.,No hints available.
3927,Minimum Cost Path with Alternating Directions II,https://leetcode.com/problems/minimum-cost-path-with-alternating-directions-ii/,Medium,False,,minimum-cost-path-with-alternating-directions-ii,Practice problem: Minimum Cost Path with Alternating Directions II.,No hints available.
3925,Minimum Cost Path with Alternating Directions I,https://leetcode.com/problems/minimum-cost-path-with-alternating-directions-i/,Medium,True,,minimum-cost-path-with-alternating-directions-i,Practice problem: Minimum Cost Path with Alternating Directions I.,No hints available.
3924,Count Odd Letters from Number,https://leetcode.com/problems/count-odd-letters-from-number/,Easy,True,,count-odd-letters-from-number,Practice problem: Count Odd Letters from Number.,No hints available.
3922,Minimum Moves to Reach Target in Grid,https://leetcode.com/problems/minimum-moves-to-reach-target-in-grid/,Hard,False,,minimum-moves-to-reach-target-in-grid,Practice problem: Minimum Moves to Reach Target in Grid.,No hints available.
3921,Find Consistently Improving Employees,https://leetcode.com/problems/find-consistently-improving-employees/,Medium,False,,find-consistently-improving-employees,Practice problem: Find Consistently Improving Employees.,No hints available.
3920,Minimum Stability Factor of Array,https://leetcode.com/problems/minimum-stability-factor-of-array/,Hard,False,,minimum-stability-factor-of-array,Practice problem: Minimum Stability Factor of Array.,No hints available.
3919,Network Recovery Pathways,https://leetcode.com/problems/network-recovery-pathways/,Hard,False,,network-recovery-pathways,Practice problem: Network Recovery Pathways.,No hints available.
3918,Check Divisibility by Digit Sum and Product,https://leetcode.com/problems/check-divisibility-by-digit-sum-and-product/,Easy,False,,check-divisibility-by-digit-sum-and-product,Practice problem: Check Divisibility by Digit Sum and Product.,No hints available.
3916,Minimum Time to Reach Destination in Directed Graph,https://leetcode.com/problems/minimum-time-to-reach-destination-in-directed-graph/,Medium,False,,minimum-time-to-reach-destination-in-directed-graph,Practice problem: Minimum Time to Reach Destination in Directed Graph.,No hints available.
3915,Maximum Product of Two Integers With No Common Bits,https://leetcode.com/problems/maximum-product-of-two-integers-with-no-common-bits/,Medium,False,,maximum-product-of-two-integers-with-no-common-bits,Practice problem: Maximum Product of Two Integers With No Common Bits.,No hints available.
3914,Check if Any Element Has Prime Frequency,https://leetcode.com/problems/check-if-any-element-has-prime-frequency/,Easy,False,,check-if-any-element-has-prime-frequency,Practice problem: Check if Any Element Has Prime Frequency.,No hints available.
3913,Partition Array to Minimize XOR,https://leetcode.com/problems/partition-array-to-minimize-xor/,Medium,False,,partition-array-to-minimize-xor,Practice problem: Partition Array to Minimize XOR.,No hints available.
3912,Hexadecimal and Hexatrigesimal Conversion,https://leetcode.com/problems/hexadecimal-and-hexatrigesimal-conversion/,Easy,False,,hexadecimal-and-hexatrigesimal-conversion,Practice problem: Hexadecimal and Hexatrigesimal Conversion.,No hints available.
3911,Find the Shortest Superstring II,https://leetcode.com/problems/find-the-shortest-superstring-ii/,Easy,True,,find-the-shortest-superstring-ii,Practice problem: Find the Shortest Superstring II.,No hints available.
3910,Find Books with No Available Copies,https://leetcode.com/problems/find-books-with-no-available-copies/,Easy,False,,find-books-with-no-available-copies,Practice problem: Find Books with No Available Copies.,No hints available.
3909,Minimum Increments to Equalize Leaf Paths,https://leetcode.com/problems/minimum-increments-to-equalize-leaf-paths/,Medium,False,,minimum-increments-to-equalize-leaf-paths,Practice problem: Minimum Increments to Equalize Leaf Paths.,No hints available.
3908,Minimum Time for K Connected Components,https://leetcode.com/problems/minimum-time-for-k-connected-components/,Medium,False,,minimum-time-for-k-connected-components,Practice problem: Minimum Time for K Connected Components.,No hints available.
3907,Count Prime-Gap Balanced Subarrays,https://leetcode.com/problems/count-prime-gap-balanced-subarrays/,Medium,False,,count-prime-gap-balanced-subarrays,Practice problem: Count Prime-Gap Balanced Subarrays.,No hints available.
3906,Kth Smallest Path XOR Sum,https://leetcode.com/problems/kth-smallest-path-xor-sum/,Hard,False,,kth-smallest-path-xor-sum,Practice problem: Kth Smallest Path XOR Sum.,No hints available.
3905,Partition String ,https://leetcode.com/problems/partition-string/,Medium,False,,partition-string,Practice problem: Partition String .,No hints available.
3904,Minimum Adjacent Swaps to Alternate Parity,https://leetcode.com/problems/minimum-adjacent-swaps-to-alternate-parity/,Medium,False,,minimum-adjacent-swaps-to-alternate-parity,Practice problem: Minimum Adjacent Swaps to Alternate Parity.,No hints available.
3903,Inverse Coin Change,https://leetcode.com/problems/inverse-coin-change/,Medium,False,,inverse-coin-change,Practice problem: Inverse Coin Change.,No hints available.
3902,Maximize Spanning Tree Stability with Upgrades,https://leetcode.com/problems/maximize-spanning-tree-stability-with-upgrades/,Hard,False,,maximize-spanning-tree-stability-with-upgrades,Practice problem: Maximize Spanning Tree Stability with Upgrades.,No hints available.
3900,Find Weighted Median Node in Tree,https://leetcode.com/problems/find-weighted-median-node-in-tree/,Hard,False,,find-weighted-median-node-in-tree,Practice problem: Find Weighted Median Node in Tree.,No hints available.
3899,Sequential Grid Path Cover,https://leetcode.com/problems/sequential-grid-path-cover/,Medium,True,,sequential-grid-path-cover,Practice problem: Sequential Grid Path Cover.,No hints available.
3898,Seasonal Sales Analysis,https://leetcode.com/problems/seasonal-sales-analysis/,Medium,False,,seasonal-sales-analysis,Practice problem: Seasonal Sales Analysis.,No hints available.
3897,Count Number of Trapezoids II,https://leetcode.com/problems/count-number-of-trapezoids-ii/,Hard,False,,count-number-of-trapezoids-ii,Practice problem: Count Number of Trapezoids II.,No hints available.
3896,Minimum Time to Transport All Individuals,https://leetcode.com/problems/minimum-time-to-transport-all-individuals/,Hard,False,,minimum-time-to-transport-all-individuals,Practice problem: Minimum Time to Transport All Individuals.,No hints available.
3894,Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values,https://leetcode.com/problems/maximize-ysum-by-picking-a-triplet-of-distinct-xvalues/,Medium,False,,maximize-ysum-by-picking-a-triplet-of-distinct-xvalues,Practice problem: Maximize Y‑Sum by Picking a Triplet of Distinct X‑Values.,No hints available.
3893,Generate Tag for Video Caption,https://leetcode.com/problems/generate-tag-for-video-caption/,Easy,False,,generate-tag-for-video-caption,Practice problem: Generate Tag for Video Caption.,No hints available.
3892,Best Time to Buy and Sell Stock V,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-v/,Medium,False,,best-time-to-buy-and-sell-stock-v,Practice problem: Best Time to Buy and Sell Stock V.,No hints available.
3891,Find Category Recommendation Pairs,https://leetcode.com/problems/find-category-recommendation-pairs/,Hard,False,,find-category-recommendation-pairs,Practice problem: Find Category Recommendation Pairs.,No hints available.
